Word,Frequency,Ph_Count,Letter_Count,Validity,Script,Language,Listing
asast,NA,NA,NA,Non_Word,Trans,Hindi,6
asat,NA,NA,NA,Non_Word,Trans,Hindi,6
ashany,NA,NA,NA,Non_Word,Trans,Hindi,6
ashot,NA,NA,NA,Non_Word,Trans,Hindi,6
ashoy,NA,NA,NA,Non_Word,Trans,Hindi,6
atant,NA,NA,NA,Non_Word,Trans,Hindi,6
atil,NA,NA,NA,Non_Word,Trans,Hindi,6
atiyahin,NA,NA,NA,Non_Word,Trans,Hindi,6
atiyapash,NA,NA,NA,Non_Word,Trans,Hindi,6
atmagl,NA,NA,NA,Non_Word,Trans,Hindi,6
atni,NA,NA,NA,Non_Word,Trans,Hindi,6
avalut,NA,NA,NA,Non_Word,Trans,Hindi,6
avem,NA,NA,NA,Non_Word,Trans,Hindi,6
avpaibhav,NA,NA,NA,Non_Word,Trans,Hindi,6
avsan,NA,NA,NA,Non_Word,Trans,Hindi,6
ayodhan,NA,NA,NA,Non_Word,Trans,Hindi,6
bachatak,NA,NA,NA,Non_Word,Trans,Hindi,6
bachatan,NA,NA,NA,Non_Word,Trans,Hindi,6
badhachna,NA,NA,NA,Non_Word,Trans,Hindi,6
badhapar,NA,NA,NA,Non_Word,Trans,Hindi,6
badhput,NA,NA,NA,Non_Word,Trans,Hindi,6
badrar,NA,NA,NA,Non_Word,Trans,Hindi,6
badwar,NA,NA,NA,Non_Word,Trans,Hindi,6
bagid,NA,NA,NA,Non_Word,Trans,Hindi,6
bagit,NA,NA,NA,Non_Word,Trans,Hindi,6
bahandi,NA,NA,NA,Non_Word,Trans,Hindi,6
bajan,NA,NA,NA,Non_Word,Trans,Hindi,6
bajas,NA,NA,NA,Non_Word,Trans,Hindi,6
bakrar,NA,NA,NA,Non_Word,Trans,Hindi,6
banal,NA,NA,NA,Non_Word,Trans,Hindi,6
bangish,NA,NA,NA,Non_Word,Trans,Hindi,6
barahan,NA,NA,NA,Non_Word,Trans,Hindi,6
baral,NA,NA,NA,Non_Word,Trans,Hindi,6
bariput,NA,NA,NA,Non_Word,Trans,Hindi,6
batandi,NA,NA,NA,Non_Word,Trans,Hindi,6
beemahi,NA,NA,NA,Non_Word,Trans,Hindi,6
beemati,NA,NA,NA,Non_Word,Trans,Hindi,6
bekgir,NA,NA,NA,Non_Word,Trans,Hindi,6
bhadauk,NA,NA,NA,Non_Word,Trans,Hindi,6
bhadoy,NA,NA,NA,Non_Word,Trans,Hindi,6
bhagjati,NA,NA,NA,Non_Word,Trans,Hindi,6
bhankta,NA,NA,NA,Non_Word,Trans,Hindi,6
bharent,NA,NA,NA,Non_Word,Trans,Hindi,6
bharon,NA,NA,NA,Non_Word,Trans,Hindi,6
bhatey,NA,NA,NA,Non_Word,Trans,Hindi,6
bhinli,NA,NA,NA,Non_Word,Trans,Hindi,6
bktah,NA,NA,NA,Non_Word,Trans,Hindi,6
bukhai,NA,NA,NA,Non_Word,Trans,Hindi,6
chaahenk,NA,NA,NA,Non_Word,Trans,Hindi,6
chahla,NA,NA,NA,Non_Word,Trans,Hindi,6
chakshra,NA,NA,NA,Non_Word,Trans,Hindi,6
chalaon,NA,NA,NA,Non_Word,Trans,Hindi,6
chalik,NA,NA,NA,Non_Word,Trans,Hindi,6
chalir,NA,NA,NA,Non_Word,Trans,Hindi,6
chammala,NA,NA,NA,Non_Word,Trans,Hindi,6
chanti,NA,NA,NA,Non_Word,Trans,Hindi,6
chappat,NA,NA,NA,Non_Word,Trans,Hindi,6
charta,NA,NA,NA,Non_Word,Trans,Hindi,6
charte,NA,NA,NA,Non_Word,Trans,Hindi,6
chayar,NA,NA,NA,Non_Word,Trans,Hindi,6
chhuvaj,NA,NA,NA,Non_Word,Trans,Hindi,6
clalal,NA,NA,NA,Non_Word,Trans,Hindi,6
dafl,NA,NA,NA,Non_Word,Trans,Hindi,6
dafsh,NA,NA,NA,Non_Word,Trans,Hindi,6
dahat,NA,NA,NA,Non_Word,Trans,Hindi,6
dahkat,NA,NA,NA,Non_Word,Trans,Hindi,6
dahkron,NA,NA,NA,Non_Word,Trans,Hindi,6
dakrar,NA,NA,NA,Non_Word,Trans,Hindi,6
daltam,NA,NA,NA,Non_Word,Trans,Hindi,6
dapanj,NA,NA,NA,Non_Word,Trans,Hindi,6
dappar,NA,NA,NA,Non_Word,Trans,Hindi,6
dappati,NA,NA,NA,Non_Word,Trans,Hindi,6
darbuse,NA,NA,NA,Non_Word,Trans,Hindi,6
darbuser,NA,NA,NA,Non_Word,Trans,Hindi,6
darosh,NA,NA,NA,Non_Word,Trans,Hindi,6
dasat,NA,NA,NA,Non_Word,Trans,Hindi,6
daument,NA,NA,NA,Non_Word,Trans,Hindi,6
davatk,NA,NA,NA,Non_Word,Trans,Hindi,6
deekda,NA,NA,NA,Non_Word,Trans,Hindi,6
dektghan,NA,NA,NA,Non_Word,Trans,Hindi,6
destakhat,NA,NA,NA,Non_Word,Trans,Hindi,6
dhagrek,NA,NA,NA,Non_Word,Trans,Hindi,6
dhajish,NA,NA,NA,Non_Word,Trans,Hindi,6
dhanhi,NA,NA,NA,Non_Word,Trans,Hindi,6
dusak,NA,NA,NA,Non_Word,Trans,Hindi,6
echartar,NA,NA,NA,Non_Word,Trans,Hindi,6
ekravy,NA,NA,NA,Non_Word,Trans,Hindi,6
faski,NA,NA,NA,Non_Word,Trans,Hindi,6
favan,NA,NA,NA,Non_Word,Trans,Hindi,6
fujud,NA,NA,NA,Non_Word,Trans,Hindi,6
gadati,NA,NA,NA,Non_Word,Trans,Hindi,6
gadidi,NA,NA,NA,Non_Word,Trans,Hindi,6
gaipar,NA,NA,NA,Non_Word,Trans,Hindi,6
gansan,NA,NA,NA,Non_Word,Trans,Hindi,6
gareen,NA,NA,NA,Non_Word,Trans,Hindi,6
garsa,NA,NA,NA,Non_Word,Trans,Hindi,6
gausra,NA,NA,NA,Non_Word,Trans,Hindi,6
ghijn,NA,NA,NA,Non_Word,Trans,Hindi,6
gippan,NA,NA,NA,Non_Word,Trans,Hindi,6
goicharon,NA,NA,NA,Non_Word,Trans,Hindi,6
gorishdi,NA,NA,NA,Non_Word,Trans,Hindi,6
gormuk,NA,NA,NA,Non_Word,Trans,Hindi,6
gujdute,NA,NA,NA,Non_Word,Trans,Hindi,6
halmil,NA,NA,NA,Non_Word,Trans,Hindi,6
harahare,NA,NA,NA,Non_Word,Trans,Hindi,6
harahvi,NA,NA,NA,Non_Word,Trans,Hindi,6
hatai,NA,NA,NA,Non_Word,Trans,Hindi,6
havanay,NA,NA,NA,Non_Word,Trans,Hindi,6
havat,NA,NA,NA,Non_Word,Trans,Hindi,6
havkdar,NA,NA,NA,Non_Word,Trans,Hindi,6
hiledam,NA,NA,NA,Non_Word,Trans,Hindi,6
hilesam,NA,NA,NA,Non_Word,Trans,Hindi,6
ilain,NA,NA,NA,Non_Word,Trans,Hindi,6
ilajat,NA,NA,NA,Non_Word,Trans,Hindi,6
jabam,NA,NA,NA,Non_Word,Trans,Hindi,6
jagdon,NA,NA,NA,Non_Word,Trans,Hindi,6
jahari,NA,NA,NA,Non_Word,Trans,Hindi,6
jalantar,NA,NA,NA,Non_Word,Trans,Hindi,6
jalmanyar,NA,NA,NA,Non_Word,Trans,Hindi,6
jalun,NA,NA,NA,Non_Word,Trans,Hindi,6
jalut,NA,NA,NA,Non_Word,Trans,Hindi,6
janmad,NA,NA,NA,Non_Word,Trans,Hindi,6
jantal,NA,NA,NA,Non_Word,Trans,Hindi,6
jatiti,NA,NA,NA,Non_Word,Trans,Hindi,6
jayrasast,NA,NA,NA,Non_Word,Trans,Hindi,6
jhanti,NA,NA,NA,Non_Word,Trans,Hindi,6
jhavan,NA,NA,NA,Non_Word,Trans,Hindi,6
jiyajet,NA,NA,NA,Non_Word,Trans,Hindi,6
kadash,NA,NA,NA,Non_Word,Trans,Hindi,6
kadtak,NA,NA,NA,Non_Word,Trans,Hindi,6
kaharr,NA,NA,NA,Non_Word,Trans,Hindi,6
kahnik,NA,NA,NA,Non_Word,Trans,Hindi,6
kalamia,NA,NA,NA,Non_Word,Trans,Hindi,6
kalitik,NA,NA,NA,Non_Word,Trans,Hindi,6
kalkad,NA,NA,NA,Non_Word,Trans,Hindi,6
kambar,NA,NA,NA,Non_Word,Trans,Hindi,6
kamohat,NA,NA,NA,Non_Word,Trans,Hindi,6
karir,NA,NA,NA,Non_Word,Trans,Hindi,6
kasla,NA,NA,NA,Non_Word,Trans,Hindi,6
kegama,NA,NA,NA,Non_Word,Trans,Hindi,6
kesln,NA,NA,NA,Non_Word,Trans,Hindi,6
khabam,NA,NA,NA,Non_Word,Trans,Hindi,6
khachna,NA,NA,NA,Non_Word,Trans,Hindi,6
khchal,NA,NA,NA,Non_Word,Trans,Hindi,6
khikhit,NA,NA,NA,Non_Word,Trans,Hindi,6
khimgm,NA,NA,NA,Non_Word,Trans,Hindi,6
kinaja,NA,NA,NA,Non_Word,Trans,Hindi,6
kokar,NA,NA,NA,Non_Word,Trans,Hindi,6
kugrek,NA,NA,NA,Non_Word,Trans,Hindi,6
kuram,NA,NA,NA,Non_Word,Trans,Hindi,6
laghukar,NA,NA,NA,Non_Word,Trans,Hindi,6
lagjavon,NA,NA,NA,Non_Word,Trans,Hindi,6
lahuriman,NA,NA,NA,Non_Word,Trans,Hindi,6
lakeek,NA,NA,NA,Non_Word,Trans,Hindi,6
lansan,NA,NA,NA,Non_Word,Trans,Hindi,6
machadal,NA,NA,NA,Non_Word,Trans,Hindi,6
machal,NA,NA,NA,Non_Word,Trans,Hindi,6
madhugrib,NA,NA,NA,Non_Word,Trans,Hindi,6
madktt,NA,NA,NA,Non_Word,Trans,Hindi,6
madpamat,NA,NA,NA,Non_Word,Trans,Hindi,6
maharv,NA,NA,NA,Non_Word,Trans,Hindi,6
mahut,NA,NA,NA,Non_Word,Trans,Hindi,6
maippad,NA,NA,NA,Non_Word,Trans,Hindi,6
maldaron,NA,NA,NA,Non_Word,Trans,Hindi,6
malga,NA,NA,NA,Non_Word,Trans,Hindi,6
malj,NA,NA,NA,Non_Word,Trans,Hindi,6
manchir,NA,NA,NA,Non_Word,Trans,Hindi,6
manil,NA,NA,NA,Non_Word,Trans,Hindi,6
maniyon,NA,NA,NA,Non_Word,Trans,Hindi,6
manla,NA,NA,NA,Non_Word,Trans,Hindi,6
maramshit,NA,NA,NA,Non_Word,Trans,Hindi,6
maratak,NA,NA,NA,Non_Word,Trans,Hindi,6
marlid,NA,NA,NA,Non_Word,Trans,Hindi,6
maruya,NA,NA,NA,Non_Word,Trans,Hindi,6
mashat,NA,NA,NA,Non_Word,Trans,Hindi,6
masheer,NA,NA,NA,Non_Word,Trans,Hindi,6
matla,NA,NA,NA,Non_Word,Trans,Hindi,6
matna,NA,NA,NA,Non_Word,Trans,Hindi,6
maukin,NA,NA,NA,Non_Word,Trans,Hindi,6
mayuya,NA,NA,NA,Non_Word,Trans,Hindi,6
minai,NA,NA,NA,Non_Word,Trans,Hindi,6
mirmuk,NA,NA,NA,Non_Word,Trans,Hindi,6
nagad,NA,NA,NA,Non_Word,Trans,Hindi,6
nagdon,NA,NA,NA,Non_Word,Trans,Hindi,6
nagni,NA,NA,NA,Non_Word,Trans,Hindi,6
nagte,NA,NA,NA,Non_Word,Trans,Hindi,6
nagvistak,NA,NA,NA,Non_Word,Trans,Hindi,6
nahal,NA,NA,NA,Non_Word,Trans,Hindi,6
nakahata,NA,NA,NA,Non_Word,Trans,Hindi,6
nakten,NA,NA,NA,Non_Word,Trans,Hindi,6
namal,NA,NA,NA,Non_Word,Trans,Hindi,6
namdat,NA,NA,NA,Non_Word,Trans,Hindi,6
namhta,NA,NA,NA,Non_Word,Trans,Hindi,6
napenj,NA,NA,NA,Non_Word,Trans,Hindi,6
narra,NA,NA,NA,Non_Word,Trans,Hindi,6
nathuj,NA,NA,NA,Non_Word,Trans,Hindi,6
nayat,NA,NA,NA,Non_Word,Trans,Hindi,6
nidantak,NA,NA,NA,Non_Word,Trans,Hindi,6
nidantar,NA,NA,NA,Non_Word,Trans,Hindi,6
nivrdh,NA,NA,NA,Non_Word,Trans,Hindi,6
noday,NA,NA,NA,Non_Word,Trans,Hindi,6
nvast,NA,NA,NA,Non_Word,Trans,Hindi,6
ojnya,NA,NA,NA,Non_Word,Trans,Hindi,6
padhot,NA,NA,NA,Non_Word,Trans,Hindi,6
padn,NA,NA,NA,Non_Word,Trans,Hindi,6
pahunk,NA,NA,NA,Non_Word,Trans,Hindi,6
pakoush,NA,NA,NA,Non_Word,Trans,Hindi,6
pakrkar,NA,NA,NA,Non_Word,Trans,Hindi,6
pakshar,NA,NA,NA,Non_Word,Trans,Hindi,6
palrak,NA,NA,NA,Non_Word,Trans,Hindi,6
parar,NA,NA,NA,Non_Word,Trans,Hindi,6
parashat,NA,NA,NA,Non_Word,Trans,Hindi,6
parn,NA,NA,NA,Non_Word,Trans,Hindi,6
parval,NA,NA,NA,Non_Word,Trans,Hindi,6
pataun,NA,NA,NA,Non_Word,Trans,Hindi,6
patk,NA,NA,NA,Non_Word,Trans,Hindi,6
patrate,NA,NA,NA,Non_Word,Trans,Hindi,6
poohat,NA,NA,NA,Non_Word,Trans,Hindi,6
poork,NA,NA,NA,Non_Word,Trans,Hindi,6
pradaren,NA,NA,NA,Non_Word,Trans,Hindi,6
pragash,NA,NA,NA,Non_Word,Trans,Hindi,6
prakhav,NA,NA,NA,Non_Word,Trans,Hindi,6
pratiyaen,NA,NA,NA,Non_Word,Trans,Hindi,6
rahensha,NA,NA,NA,Non_Word,Trans,Hindi,6
rahent,NA,NA,NA,Non_Word,Trans,Hindi,6
rahnatmay,NA,NA,NA,Non_Word,Trans,Hindi,6
rahpyamay,NA,NA,NA,Non_Word,Trans,Hindi,6
rahry,NA,NA,NA,Non_Word,Trans,Hindi,6
rakhrer,NA,NA,NA,Non_Word,Trans,Hindi,6
rapad,NA,NA,NA,Non_Word,Trans,Hindi,6
rasit,NA,NA,NA,Non_Word,Trans,Hindi,6
raskati,NA,NA,NA,Non_Word,Trans,Hindi,6
rauvjat,NA,NA,NA,Non_Word,Trans,Hindi,6
rulaf,NA,NA,NA,Non_Word,Trans,Hindi,6
sabjan,NA,NA,NA,Non_Word,Trans,Hindi,6
sadhal,NA,NA,NA,Non_Word,Trans,Hindi,6
sagostir,NA,NA,NA,Non_Word,Trans,Hindi,6
saharkon,NA,NA,NA,Non_Word,Trans,Hindi,6
sahekt,NA,NA,NA,Non_Word,Trans,Hindi,6
saher,NA,NA,NA,Non_Word,Trans,Hindi,6
sahne,NA,NA,NA,Non_Word,Trans,Hindi,6
samrarann,NA,NA,NA,Non_Word,Trans,Hindi,6
samur,NA,NA,NA,Non_Word,Trans,Hindi,6
samyaraddh,NA,NA,NA,Non_Word,Trans,Hindi,6
sanjodh,NA,NA,NA,Non_Word,Trans,Hindi,6
sanset,NA,NA,NA,Non_Word,Trans,Hindi,6
sapbant,NA,NA,NA,Non_Word,Trans,Hindi,6
sapkam,NA,NA,NA,Non_Word,Trans,Hindi,6
sapshim,NA,NA,NA,Non_Word,Trans,Hindi,6
sarbharvat,NA,NA,NA,Non_Word,Trans,Hindi,6
sariv,NA,NA,NA,Non_Word,Trans,Hindi,6
sarodajon,NA,NA,NA,Non_Word,Trans,Hindi,6
sarvarast,NA,NA,NA,Non_Word,Trans,Hindi,6
saujood,NA,NA,NA,Non_Word,Trans,Hindi,6
sepemar,NA,NA,NA,Non_Word,Trans,Hindi,6
sharijon,NA,NA,NA,Non_Word,Trans,Hindi,6
sharis,NA,NA,NA,Non_Word,Trans,Hindi,6
sharjati,NA,NA,NA,Non_Word,Trans,Hindi,6
sharkhe,NA,NA,NA,Non_Word,Trans,Hindi,6
shirogani,NA,NA,NA,Non_Word,Trans,Hindi,6
stanan,NA,NA,NA,Non_Word,Trans,Hindi,6
sthadath,NA,NA,NA,Non_Word,Trans,Hindi,6
svavanch,NA,NA,NA,Non_Word,Trans,Hindi,6
svdeth,NA,NA,NA,Non_Word,Trans,Hindi,6
taktol,NA,NA,NA,Non_Word,Trans,Hindi,6
talav,NA,NA,NA,Non_Word,Trans,Hindi,6
taltom,NA,NA,NA,Non_Word,Trans,Hindi,6
tapiya,NA,NA,NA,Non_Word,Trans,Hindi,6
taptir,NA,NA,NA,Non_Word,Trans,Hindi,6
tarma,NA,NA,NA,Non_Word,Trans,Hindi,6
tarvin,NA,NA,NA,Non_Word,Trans,Hindi,6
teratayab,NA,NA,NA,Non_Word,Trans,Hindi,6
teratghab,NA,NA,NA,Non_Word,Trans,Hindi,6
thono,NA,NA,NA,Non_Word,Trans,Hindi,6
tular,NA,NA,NA,Non_Word,Trans,Hindi,6
tulat,NA,NA,NA,Non_Word,Trans,Hindi,6
ugar,NA,NA,NA,Non_Word,Trans,Hindi,6
ujaka,NA,NA,NA,Non_Word,Trans,Hindi,6
ukhalar,NA,NA,NA,Non_Word,Trans,Hindi,6
ukhayor,NA,NA,NA,Non_Word,Trans,Hindi,6
ulasav,NA,NA,NA,Non_Word,Trans,Hindi,6
uldhat,NA,NA,NA,Non_Word,Trans,Hindi,6
uljvali,NA,NA,NA,Non_Word,Trans,Hindi,6
ulnon,NA,NA,NA,Non_Word,Trans,Hindi,6
umcha,NA,NA,NA,Non_Word,Trans,Hindi,6
unad,NA,NA,NA,Non_Word,Trans,Hindi,6
unrahar,NA,NA,NA,Non_Word,Trans,Hindi,6
upakendalon,NA,NA,NA,Non_Word,Trans,Hindi,6
upanikshya,NA,NA,NA,Non_Word,Trans,Hindi,6
upatran,NA,NA,NA,Non_Word,Trans,Hindi,6
upattgh,NA,NA,NA,Non_Word,Trans,Hindi,6
updon,NA,NA,NA,Non_Word,Trans,Hindi,6
updon,NA,NA,NA,Non_Word,Trans,Hindi,6
upkbdh,NA,NA,NA,Non_Word,Trans,Hindi,6
upnarn,NA,NA,NA,Non_Word,Trans,Hindi,6
urma,NA,NA,NA,Non_Word,Trans,Hindi,6
urt,NA,NA,NA,Non_Word,Trans,Hindi,6
usuy,NA,NA,NA,Non_Word,Trans,Hindi,6
utaatam,NA,NA,NA,Non_Word,Trans,Hindi,6
utatar,NA,NA,NA,Non_Word,Trans,Hindi,6
utchalim,NA,NA,NA,Non_Word,Trans,Hindi,6
utchalir,NA,NA,NA,Non_Word,Trans,Hindi,6
uthat,NA,NA,NA,Non_Word,Trans,Hindi,6
utnat,NA,NA,NA,Non_Word,Trans,Hindi,6
vakakak,NA,NA,NA,Non_Word,Trans,Hindi,6
vara,NA,NA,NA,Non_Word,Trans,Hindi,6
vatyu,NA,NA,NA,Non_Word,Trans,Hindi,6
vayalak,NA,NA,NA,Non_Word,Trans,Hindi,6
vidhrgn,NA,NA,NA,Non_Word,Trans,Hindi,6
vikah,NA,NA,NA,Non_Word,Trans,Hindi,6
viley,NA,NA,NA,Non_Word,Trans,Hindi,6
viradh,NA,NA,NA,Non_Word,Trans,Hindi,6
viranta,NA,NA,NA,Non_Word,Trans,Hindi,6
viroshi,NA,NA,NA,Non_Word,Trans,Hindi,6
vishah,NA,NA,NA,Non_Word,Trans,Hindi,6
vishaid,NA,NA,NA,Non_Word,Trans,Hindi,6
viveenit,NA,NA,NA,Non_Word,Trans,Hindi,6
vktgan,NA,NA,NA,Non_Word,Trans,Hindi,6
vrajish,NA,NA,NA,Non_Word,Trans,Hindi,6
vstar,NA,NA,NA,Non_Word,Trans,Hindi,6
adain,NA,NA,NA,Non_Word,Native,English,7
airpe,NA,NA,NA,Non_Word,Native,English,7
braning,NA,NA,NA,Non_Word,Native,English,7
brapping,NA,NA,NA,Non_Word,Native,English,7
brielder,NA,NA,NA,Non_Word,Native,English,7
brigify,NA,NA,NA,Non_Word,Native,English,7
briur,NA,NA,NA,Non_Word,Native,English,7
chall,NA,NA,NA,Non_Word,Native,English,7
changid,NA,NA,NA,Non_Word,Native,English,7
chebent,NA,NA,NA,Non_Word,Native,English,7
cheet,NA,NA,NA,Non_Word,Native,English,7
chiffic,NA,NA,NA,Non_Word,Native,English,7
chimards,NA,NA,NA,Non_Word,Native,English,7
chots,NA,NA,NA,Non_Word,Native,English,7
chowed,NA,NA,NA,Non_Word,Native,English,7
chown,NA,NA,NA,Non_Word,Native,English,7
clafes,NA,NA,NA,Non_Word,Native,English,7
cliemes,NA,NA,NA,Non_Word,Native,English,7
croreu,NA,NA,NA,Non_Word,Native,English,7
crufiu,NA,NA,NA,Non_Word,Native,English,7
dabes,NA,NA,NA,Non_Word,Native,English,7
dafing,NA,NA,NA,Non_Word,Native,English,7
dearers,NA,NA,NA,Non_Word,Native,English,7
defry,NA,NA,NA,Non_Word,Native,English,7
deglies,NA,NA,NA,Non_Word,Native,English,7
diges,NA,NA,NA,Non_Word,Native,English,7
dreased,NA,NA,NA,Non_Word,Native,English,7
dubin,NA,NA,NA,Non_Word,Native,English,7
estamit,NA,NA,NA,Non_Word,Native,English,7
facket,NA,NA,NA,Non_Word,Native,English,7
fackets,NA,NA,NA,Non_Word,Native,English,7
fegical,NA,NA,NA,Non_Word,Native,English,7
fissug,NA,NA,NA,Non_Word,Native,English,7
fleep,NA,NA,NA,Non_Word,Native,English,7
flessing,NA,NA,NA,Non_Word,Native,English,7
foking,NA,NA,NA,Non_Word,Native,English,7
folking,NA,NA,NA,Non_Word,Native,English,7
forbinal,NA,NA,NA,Non_Word,Native,English,7
fouchers,NA,NA,NA,Non_Word,Native,English,7
fursing,NA,NA,NA,Non_Word,Native,English,7
fusted,NA,NA,NA,Non_Word,Native,English,7
fusting,NA,NA,NA,Non_Word,Native,English,7
ganching,NA,NA,NA,Non_Word,Native,English,7
ganning,NA,NA,NA,Non_Word,Native,English,7
ganter,NA,NA,NA,Non_Word,Native,English,7
garran,NA,NA,NA,Non_Word,Native,English,7
garrondy,NA,NA,NA,Non_Word,Native,English,7
gawed,NA,NA,NA,Non_Word,Native,English,7
getiicle,NA,NA,NA,Non_Word,Native,English,7
gliel,NA,NA,NA,Non_Word,Native,English,7
glousacks,NA,NA,NA,Non_Word,Native,English,7
gludical,NA,NA,NA,Non_Word,Native,English,7
gonious,NA,NA,NA,Non_Word,Native,English,7
griantized,NA,NA,NA,Non_Word,Native,English,7
grintle,NA,NA,NA,Non_Word,Native,English,7
gunder,NA,NA,NA,Non_Word,Native,English,7
hevilally,NA,NA,NA,Non_Word,Native,English,7
jeleffary,NA,NA,NA,Non_Word,Native,English,7
keap,NA,NA,NA,Non_Word,Native,English,7
kifiadre,NA,NA,NA,Non_Word,Native,English,7
kwarler,NA,NA,NA,Non_Word,Native,English,7
latles,NA,NA,NA,Non_Word,Native,English,7
lawsu,NA,NA,NA,Non_Word,Native,English,7
lenting,NA,NA,NA,Non_Word,Native,English,7
lerkey,NA,NA,NA,Non_Word,Native,English,7
liples,NA,NA,NA,Non_Word,Native,English,7
lirebision,NA,NA,NA,Non_Word,Native,English,7
lolelly,NA,NA,NA,Non_Word,Native,English,7
lomics,NA,NA,NA,Non_Word,Native,English,7
mabing,NA,NA,NA,Non_Word,Native,English,7
manent,NA,NA,NA,Non_Word,Native,English,7
marafyse,NA,NA,NA,Non_Word,Native,English,7
matterpt,NA,NA,NA,Non_Word,Native,English,7
maydenly,NA,NA,NA,Non_Word,Native,English,7
meaing,NA,NA,NA,Non_Word,Native,English,7
meapon,NA,NA,NA,Non_Word,Native,English,7
mearthing,NA,NA,NA,Non_Word,Native,English,7
mease,NA,NA,NA,Non_Word,Native,English,7
mickage,NA,NA,NA,Non_Word,Native,English,7
micket,NA,NA,NA,Non_Word,Native,English,7
mimicy,NA,NA,NA,Non_Word,Native,English,7
mimmer,NA,NA,NA,Non_Word,Native,English,7
mititive,NA,NA,NA,Non_Word,Native,English,7
mitular,NA,NA,NA,Non_Word,Native,English,7
molver,NA,NA,NA,Non_Word,Native,English,7
morar,NA,NA,NA,Non_Word,Native,English,7
moubtes,NA,NA,NA,Non_Word,Native,English,7
moung,NA,NA,NA,Non_Word,Native,English,7
moven,NA,NA,NA,Non_Word,Native,English,7
mully,NA,NA,NA,Non_Word,Native,English,7
mybbol,NA,NA,NA,Non_Word,Native,English,7
nalore,NA,NA,NA,Non_Word,Native,English,7
nammy,NA,NA,NA,Non_Word,Native,English,7
nance,NA,NA,NA,Non_Word,Native,English,7
nandercul,NA,NA,NA,Non_Word,Native,English,7
naroons,NA,NA,NA,Non_Word,Native,English,7
natags,NA,NA,NA,Non_Word,Native,English,7
nedworse,NA,NA,NA,Non_Word,Native,English,7
nided,NA,NA,NA,Non_Word,Native,English,7
nirstern,NA,NA,NA,Non_Word,Native,English,7
nisloar,NA,NA,NA,Non_Word,Native,English,7
nobbers,NA,NA,NA,Non_Word,Native,English,7
Non- Word,NA,NA,NA,Non_Word,Native,English,7
noured,NA,NA,NA,Non_Word,Native,English,7
noxer,NA,NA,NA,Non_Word,Native,English,7
obaned,NA,NA,NA,Non_Word,Native,English,7
objake,NA,NA,NA,Non_Word,Native,English,7
obmitory,NA,NA,NA,Non_Word,Native,English,7
occempts,NA,NA,NA,Non_Word,Native,English,7
occer,NA,NA,NA,Non_Word,Native,English,7
occiceal,NA,NA,NA,Non_Word,Native,English,7
ocriltonity,NA,NA,NA,Non_Word,Native,English,7
odlimate,NA,NA,NA,Non_Word,Native,English,7
omricited,NA,NA,NA,Non_Word,Native,English,7
omsanists,NA,NA,NA,Non_Word,Native,English,7
oppomant,NA,NA,NA,Non_Word,Native,English,7
oribod,NA,NA,NA,Non_Word,Native,English,7
orjetism,NA,NA,NA,Non_Word,Native,English,7
osations,NA,NA,NA,Non_Word,Native,English,7
osbain,NA,NA,NA,Non_Word,Native,English,7
osbained,NA,NA,NA,Non_Word,Native,English,7
ostosed,NA,NA,NA,Non_Word,Native,English,7
ourbolves,NA,NA,NA,Non_Word,Native,English,7
oused,NA,NA,NA,Non_Word,Native,English,7
outzat,NA,NA,NA,Non_Word,Native,English,7
owled,NA,NA,NA,Non_Word,Native,English,7
oybur,NA,NA,NA,Non_Word,Native,English,7
paberence,NA,NA,NA,Non_Word,Native,English,7
paefenably,NA,NA,NA,Non_Word,Native,English,7
paffed,NA,NA,NA,Non_Word,Native,English,7
pallwore,NA,NA,NA,Non_Word,Native,English,7
pamozic,NA,NA,NA,Non_Word,Native,English,7
panhinolity,NA,NA,NA,Non_Word,Native,English,7
panvy,NA,NA,NA,Non_Word,Native,English,7
pariends,NA,NA,NA,Non_Word,Native,English,7
paxcessful,NA,NA,NA,Non_Word,Native,English,7
pearer,NA,NA,NA,Non_Word,Native,English,7
peciun,NA,NA,NA,Non_Word,Native,English,7
pediees,NA,NA,NA,Non_Word,Native,English,7
pemmibly,NA,NA,NA,Non_Word,Native,English,7
pepas,NA,NA,NA,Non_Word,Native,English,7
pepiianly,NA,NA,NA,Non_Word,Native,English,7
perfaints,NA,NA,NA,Non_Word,Native,English,7
perfake,NA,NA,NA,Non_Word,Native,English,7
persainly,NA,NA,NA,Non_Word,Native,English,7
pervarrance,NA,NA,NA,Non_Word,Native,English,7
pextimunar,NA,NA,NA,Non_Word,Native,English,7
phekics,NA,NA,NA,Non_Word,Native,English,7
pieks,NA,NA,NA,Non_Word,Native,English,7
pifting,NA,NA,NA,Non_Word,Native,English,7
pinting,NA,NA,NA,Non_Word,Native,English,7
pirring,NA,NA,NA,Non_Word,Native,English,7
pists,NA,NA,NA,Non_Word,Native,English,7
pitol,NA,NA,NA,Non_Word,Native,English,7
pivicin,NA,NA,NA,Non_Word,Native,English,7
plads,NA,NA,NA,Non_Word,Native,English,7
plail,NA,NA,NA,Non_Word,Native,English,7
plands,NA,NA,NA,Non_Word,Native,English,7
plarring,NA,NA,NA,Non_Word,Native,English,7
platfaid,NA,NA,NA,Non_Word,Native,English,7
